2.721043971842362907e+00,2.065976116310985766e-01,6.610116775140769674e-01
8.834212269774655013e+00,8.614288684659270334e-01,3.354828403416524329e-01
8.878706355087807367e+00,8.395719848973051125e-01,3.521572263250452028e-01
8.929654140843346966e+00,8.901338265648646164e-01,3.500560462726989286e-01
9.341231626790014175e+00,8.184120462373961624e-01,4.053399873663318109e-01
9.480157027874302145e+00,8.217101314647765609e-01,4.458821483392226837e-01
9.758726797461370950e+00,7.560707525324246170e-01,5.039612835177009753e-01
1.135293833713235756e+01,6.133929439440303222e-01,3.917095685587095311e-01
1.140601586655376565e+01,6.121005128553989039e-01,4.243878898575068614e-01
1.188620348108582192e+01,6.076455196423516947e-01,4.163686661147152357e-01
1.739747328176544272e+01,7.283808258308566153e-01,2.028395759046137670e-01
2.189632144455821816e+01,1.511753034397043116e-01,8.169273124638523065e-01
2.263140100335059302e+01,1.349595308911134550e-01,7.500891829886460194e-01
2.368560474083869494e+01,1.372861958053588349e-01,7.239508684171958031e-01
2.372114805734904053e+01,1.281266394867559555e-01,8.171461371299464371e-01
2.393964747458699094e+01,8.716444172940218671e-02,7.109813271718278260e-01
2.405952162568791763e+01,1.411491130013676765e-01,8.073805615230696953e-01
2.635149680315496212e+01,1.955039003664911235e-01,7.781356311614953114e-01
2.682699397310372902e+01,1.443492942518974642e-01,7.187287171121139462e-01
2.759508605555616256e+01,3.376638625649366343e-01,5.511342635857150452e-01
2.788069949551941207e+01,2.118681002013207415e-01,6.234665465184039412e-01
2.848226423005428742e+01,7.756970010165398222e-02,6.668078763299402079e-01
2.851021712436219246e+01,1.530490585807526838e-01,6.574292394820031582e-01
2.897207770265830362e+01,2.402068225950746427e-01,6.762679189602002205e-01
2.961644478778024947e+01,2.969435729488094644e-01,5.523340555421242248e-01
2.962262864352460667e+01,3.423788015862095913e-01,7.689703145340580637e-01
2.969579589831317179e+01,1.978222514435834523e-02,7.824689517483899293e-01
2.999446628317059549e+01,3.271949124344336601e-01,8.008725548075444900e-01
3.005130362378793762e+01,3.115955898567859261e-01,7.839932100592075237e-01
3.032293151084264338e+01,2.050991956029957208e-01,6.694227797042430206e-01
3.032704210353243113e+01,2.502836647177342222e-02,5.300534688304506803e-01
3.072042986368927941e+01,1.894130302178093084e-01,7.068180589274801751e-01
3.074243148429101069e+01,3.785641280152043375e-01,6.010887243448772566e-01
3.088686086931236119e+01,5.608747805421865351e-02,9.935321726555164101e-01
3.165334320768497989e+01,9.230388955996915445e-02,6.448255892093807118e-01
